timestamp,node,P1_MW,P2_MW,P3_MW,P4_MW,residential_MW,non_residential_MW,total_demand_MW
2024-01-01 00:00:00+00:00,N22,465.94085727073616,312.92128215671625,110.77133975847318,76.96849735807547,966.601976544001,2083.8642427781065,3050.4662193221075
2024-01-01 00:30:00+00:00,N22,491.53065872820116,344.2772925274318,117.47309801175855,77.67424434745423,1030.9552936148457,2069.6413506583485,3100.5966442731947
2024-01-01 01:00:00+00:00,N22,527.8069892981839,458.130766394584,126.691568947201,78.6846209025816,1191.3139455425505,1992.1391969204371,3183.4531424629877
2024-01-01 01:30:00+00:00,N22,565.1098783215733,592.7952789712014,138.07379044983097,79.79335978980872,1375.7723075324143,1890.606799532918,3266.379107065332
2024-01-01 02:00:00+00:00,N22,616.3547936849441,655.1939671630807,152.66391813152728,81.40926975350766,1505.6219487330598,1849.0337774133286,3354.655726146388
2024-01-01 02:30:00+00:00,N22,673.3066318167153,754.2511185029593,169.77671300450652,83.33298123266951,1680.6674445568506,1780.959626583093,3461.6270711399434
2024-01-01 03:00:00+00:00,N22,762.7152278225013,736.4004833838239,191.22877319158067,86.73853930376768,1777.0830237016735,1816.2792986247664,3593.36232232644
2024-01-01 03:30:00+00:00,N22,856.4862705837679,787.432267749879,214.28848568697242,90.96391565173113,1949.1709396723502,1791.941553238444,3741.1124929107946
2024-01-01 04:00:00+00:00,N22,974.2953232732834,758.4310398782527,239.59262473981872,96.96444541365572,2069.2834333050105,1770.3327580559035,3839.616191360914
2024-01-01 04:30:00+00:00,N22,1095.9054079084656,805.4661799505776,264.44822640652995,104.45191438200958,2270.2717286475827,1694.9414432428746,3965.2131718904575
2024-01-01 05:00:00+00:00,N22,1215.7672587814661,841.9782768745638,287.2959964683851,113.8605281326293,2458.9020602570445,1631.1066914475912,4090.008751704636
2024-01-01 05:30:00+00:00,N22,1326.6511718896345,908.8277157287839,306.60281665844894,125.39603406102297,2667.4777383378896,1557.366096917611,4224.843835255501
2024-01-01 06:00:00+00:00,N22,1467.8077074057405,1032.0264182197673,323.4898435671947,140.09952143613754,2963.42349062884,1406.6560203178428,4370.0795109466835
2024-01-01 06:30:00+00:00,N22,1557.2540090298987,1151.9954257478232,332.1654547657201,156.3091618708472,3197.724051414289,1299.7282837983203,4497.452335212609
2024-01-01 07:00:00+00:00,N22,1614.7695252099804,1235.714792682953,333.49601644184173,174.3090288200301,3358.2893631548054,1262.6982995507524,4620.987662705558
2024-01-01 07:30:00+00:00,N22,1627.6465373214508,1301.129548979614,327.4543776709761,193.4056499278252,3449.6361138998654,1277.3885639476257,4727.024677847491
2024-01-01 08:00:00+00:00,N22,1600.3248888572498,1339.402951369354,314.5563227624459,212.71125056029175,3466.995413549341,1350.6420931397238,4817.637506689064
2024-01-01 08:30:00+00:00,N22,1532.008041370967,1365.327585710849,296.268814791909,231.29231572995536,3424.8967576036807,1454.3718173186392,4879.268574922319
2024-01-01 09:00:00+00:00,N22,1440.9101709089393,1428.8643563674013,275.02612021294254,248.48310160087146,3393.2837490901547,1552.0625482574933,4945.346297347648
2024-01-01 09:30:00+00:00,N22,1331.362308505988,1463.9308006763222,253.12855755108654,263.17332794465636,3311.594994678053,1639.3003918031857,4950.895386481239
2024-01-01 10:00:00+00:00,N22,1199.4962156546121,1443.164982438839,231.65903482386426,273.88055407577343,3148.200786993089,1804.7190818472545,4952.919868840343
2024-01-01 10:30:00+00:00,N22,1058.3257820950457,1330.789917447168,212.4228024701139,279.50577624786155,2881.0442782601895,2036.4198636387985,4917.464141898988
2024-01-01 11:00:00+00:00,N22,926.6423097979596,1217.2649823956388,197.422628122194,280.33834297259966,2621.668263288392,2256.6995220476188,4878.367785336011
2024-01-01 11:30:00+00:00,N22,808.8222993755047,1125.8751974352472,187.49856192440862,275.93999132482065,2398.1360500599817,2399.741478590997,4797.877528650978
2024-01-01 12:00:00+00:00,N22,718.1542892397364,1040.2496373165338,183.73156735689017,267.99478263526254,2210.130276548423,2501.534515944061,4711.664792492484
2024-01-01 12:30:00+00:00,N22,652.7125091020798,939.3344826657767,185.4761392358885,256.81714335325,2034.3402743569948,2631.3435965137983,4665.683870870794
2024-01-01 13:00:00+00:00,N22,602.0362805337519,846.9654973483645,191.40083926267658,242.38624420040534,1882.7888613451987,2730.8320135124586,4613.620874857656
2024-01-01 13:30:00+00:00,N22,589.9850373977254,768.54917131863,202.7979774161312,228.29851369982157,1789.6306998323082,2777.166874629216,4566.797574461524
2024-01-01 14:00:00+00:00,N22,590.8000148591133,683.7015449020179,216.56558041949035,213.82317302904255,1704.8903132096643,2791.6343741153255,4496.52468732499
2024-01-01 14:30:00+00:00,N22,608.6923789610075,625.9848736383074,232.02594771582068,200.9809739477862,1667.684174262922,2800.8390475760516,4468.523221838974
2024-01-01 15:00:00+00:00,N22,656.0161988290063,536.7948904396629,249.427228129443,191.65503001721706,1633.8933474153291,2822.5725349358595,4456.465882351188
2024-01-01 15:30:00+00:00,N22,712.3547917090565,514.7033678078568,265.46682694228775,185.30734293519257,1677.8323293943938,2785.5901690812734,4463.422498475667
2024-01-01 16:00:00+00:00,N22,811.5238200672416,581.2877285475778,282.43896045773704,184.31440513704916,1859.5649142096056,2639.793968170192,4499.358882379797
2024-01-01 16:30:00+00:00,N22,912.4355853799254,711.5907244442582,295.0078479839969,186.6452555966738,2105.6794134048546,2453.1965238170355,4558.87593722189
2024-01-01 17:00:00+00:00,N22,1016.6667485783503,796.3974888421868,302.73812424513346,192.72759432280856,2308.5299559884793,2342.2914083903993,4650.821364378879
2024-01-01 17:30:00+00:00,N22,1103.1427006039683,866.6745278105291,303.84568917233236,201.56725658712253,2475.230174173952,2260.3848375833254,4735.615011757277
2024-01-01 18:00:00+00:00,N22,1193.9205094425222,925.0845819596743,300.3500486372534,213.5977038506014,2632.952843890051,2178.883034300526,4811.835878190577
2024-01-01 18:30:00+00:00,N22,1298.8383594874595,1012.5337998254317,293.4485294035091,228.46335902537632,2833.284047741777,2049.1125422084883,4882.396589950265
2024-01-01 19:00:00+00:00,N22,1433.2869170882764,1182.8877372903437,284.40338858354784,245.87088877765092,3146.448931739819,1753.6051840596574,4900.054115799477
2024-01-01 19:30:00+00:00,N22,1497.2048767748297,1296.2299323500347,268.52270832707705,261.024990666888,3322.982508118829,1605.1027998200225,4928.085307938852
2024-01-01 20:00:00+00:00,N22,1611.8742608342636,1451.2768057109633,253.90158973632936,277.827359067799,3594.8800153493557,1348.2486990345085,4943.128714383864
2024-01-01 20:30:00+00:00,N22,1620.6085050809515,1574.5494557637633,234.10638094971605,288.910579308588,3718.174921103019,1257.700712207511,4975.87563331053
2024-01-01 21:00:00+00:00,N22,1606.437961428347,1680.1016569712147,214.6566336071487,296.56196014539154,3797.758212152101,1161.432511011082,4959.190723163183
2024-01-01 21:30:00+00:00,N22,1499.0641108152133,1688.2783410016914,193.52891233771777,297.11516963360634,3677.986533788228,1220.0872039939084,4898.073737782137
2024-01-01 22:00:00+00:00,N22,1426.2174451081241,1742.045165502525,176.47027889268566,295.361980444432,3640.0948699477667,1195.2214771352321,4835.316347082999
