timestamp,node,P1_MW,P2_MW,P3_MW,P4_MW,residential_MW,non_residential_MW,total_demand_MW
2024-01-01 00:00:00+00:00,N33,698.9112859061042,469.38192323507434,166.15700963770973,115.4527460371132,1449.9029648160013,3125.79636416716,4575.699328983161
2024-01-01 00:30:00+00:00,N33,737.2959880923017,516.4159387911477,176.20964701763782,116.51136652118133,1546.4329404222685,3104.462025987523,4650.894966409792
2024-01-01 01:00:00+00:00,N33,791.7104839472759,687.196149591876,190.03735342080148,118.02693135387238,1786.9709183138255,2988.2087953806554,4775.179713694481
2024-01-01 01:30:00+00:00,N33,847.66481748236,889.192918456802,207.11068567474646,119.69003968471306,2063.658461298621,2835.910199299377,4899.568660597997
2024-01-01 02:00:00+00:00,N33,924.5321905274161,982.7909507446209,228.9958771972909,122.11390463026146,2258.4329230995895,2773.5506661199925,5031.9835892195815
2024-01-01 02:30:00+00:00,N33,1009.9599477250729,1131.3766777544388,254.66506950675978,124.99947184900424,2521.0011668352754,2671.4394398746394,5192.440606709914
2024-01-01 03:00:00+00:00,N33,1144.0728417337518,1104.6007250757357,286.84315978737095,130.1078089556515,2665.6245355525098,2724.4189479371494,5390.04348348966
2024-01-01 03:30:00+00:00,N33,1284.7294058756518,1181.1484016248182,321.4327285304586,136.44587347759668,2923.756409508525,2687.9123298576656,5611.668739366191
2024-01-01 04:00:00+00:00,N33,1461.4429849099251,1137.6465598173788,359.38893710972803,145.44666812048357,3103.9251499575157,2655.499137083855,5759.424287041371
2024-01-01 04:30:00+00:00,N33,1643.8581118626983,1208.1992699258662,396.67233960979485,156.67787157301436,3405.4075929713736,2542.4121648643118,5947.819757835686
2024-01-01 05:00:00+00:00,N33,1823.650888172199,1262.9674153118456,430.94399470257764,170.79079219894393,3688.3530903855662,2446.6600371713866,6135.013127556953
2024-01-01 05:30:00+00:00,N33,1989.9767578344513,1363.2415735931759,459.90422498767333,188.09405109153445,4001.2166075068344,2336.049145376416,6337.265752883251
2024-01-01 06:00:00+00:00,N33,2201.7115611086106,1548.0396273296508,485.23476535079203,210.14928215420628,4445.135235943259,2109.984030476764,6555.119266420024
2024-01-01 06:30:00+00:00,N33,2335.881013544848,1727.9931386217347,498.24818214858004,234.46374280627074,4796.586077121433,1949.5924256974804,6746.178502818913
2024-01-01 07:00:00+00:00,N33,2422.1542878149703,1853.5721890244295,500.24402466276257,261.4635432300451,5037.434044732207,1894.0474493261286,6931.4814940583365
2024-01-01 07:30:00+00:00,N33,2441.469805982176,1951.6943234694209,491.18156650646415,290.1084748917378,5174.454170849798,1916.082845921438,7090.537016771236
2024-01-01 08:00:00+00:00,N33,2400.4873332858742,2009.1044270540306,471.83448414366876,319.0668758404376,5200.49312032401,2025.9631397095854,7226.456260033597
2024-01-01 08:30:00+00:00,N33,2298.0120620564503,2047.9913785662732,444.40322218786343,346.93847359493304,5137.345136405521,2181.5577259779584,7318.902862383479
