timestamp,node,P1_MW,P2_MW,P3_MW,P4_MW,residential_MW,non_residential_MW,total_demand_MW
2024-01-01 00:00:00+00:00,N21,559.1290287248834,375.5055385880595,132.92560771016778,92.36219682969056,1159.922371852801,2500.6370913337278,3660.559463186529
2024-01-01 00:30:00+00:00,N21,589.8367904738413,413.1327510329181,140.96771761411026,93.20909321694506,1237.1463523378147,2483.5696207900182,3720.715973127833
2024-01-01 01:00:00+00:00,N21,633.3683871578206,549.7569196735008,152.02988273664118,94.42154508309791,1429.5767346510604,2390.567036304524,3820.143770955585
2024-01-01 01:30:00+00:00,N21,678.131853985888,711.3543347654415,165.68854853979715,95.75203174777045,1650.926769038897,2268.7281594395017,3919.6549284783982
2024-01-01 02:00:00+00:00,N21,739.6257524219328,786.2327605956967,183.19670175783273,97.69112370420918,1806.7463384796715,2218.840532895994,4025.5868713756654
2024-01-01 02:30:00+00:00,N21,807.9679581800583,905.1013422035511,203.73205560540782,99.9995774792034,2016.8009334682204,2137.151551899711,4153.952485367932
2024-01-01 03:00:00+00:00,N21,915.2582733870015,883.6805800605886,229.47452782989677,104.08624716452121,2132.499628442008,2179.5351583497195,4312.034786791727
2024-01-01 03:30:00+00:00,N21,1027.7835247005214,944.9187212998546,257.14618282436686,109.15669878207734,2339.00512760682,2150.3298638861324,4489.334991492953
2024-01-01 04:00:00+00:00,N21,1169.15438792794,910.1172478539031,287.51114968778245,116.35733449638685,2483.1401199660127,2124.3993096670843,4607.539429633097
2024-01-01 04:30:00+00:00,N21,1315.0864894901586,966.559415940693,317.3378716878359,125.34229725841148,2724.326074377099,2033.9297318914494,4758.255806268548
2024-01-01 05:00:00+00:00,N21,1458.9207105377593,1010.3739322494764,344.7551957620621,136.63263375915514,2950.682472308453,1957.328029737109,4908.010502045562
2024-01-01 05:30:00+00:00,N21,1591.9814062675612,1090.5932588745407,367.9233799901387,150.47524087322756,3200.9732860054673,1868.839316301133,5069.812602306601
2024-01-01 06:00:00+00:00,N21,1761.3692488868885,1238.4317018637207,388.18781228063364,168.11942572336503,3556.108188754608,1687.9872243814111,5244.0954131360195
2024-01-01 06:30:00+00:00,N21,1868.7048108358783,1382.3945108973878,398.59854571886405,187.5709942450166,3837.268861697147,1559.6739405579842,5396.94280225513
2024-01-01 07:00:00+00:00,N21,1937.7234302519764,1482.8577512195436,400.19521973021006,209.1708345840361,4029.947235785766,1515.2379594609029,5545.1851952466695
2024-01-01 07:30:00+00:00,N21,1953.1758447857408,1561.3554587755366,392.9452532051713,232.08677991339022,4139.563336679838,1532.8662767371507,5672.429613416989
2024-01-01 08:00:00+00:00,N21,1920.3898666286996,1607.2835416432245,377.46758731493503,255.25350067235007,4160.394496259209,1620.7705117676683,5781.165008026877
2024-01-01 08:30:00+00:00,N21,1838.4096496451602,1638.3931028530185,355.52257775029074,277.55077887594643,4109.876109124416,1745.2461807823668,5855.122289906783
2024-01-01 09:00:00+00:00,N21,1729.092205090727,1714.6372276408815,330.03134425553105,298.1797219210457,4071.9404989081854,1862.4750579089919,5934.415556817176
2024-01-01 09:30:00+00:00,N21,1597.6347702071853,1756.7169608115864,303.75426906130383,315.80799353358765,3973.9139936136635,1967.1604701638228,5941.074463777487
2024-01-01 10:00:00+00:00,N21,1439.3954587855344,1731.7979789266067,277.9908417886371,328.65666489092814,3777.840944391706,2165.6628982167053,5943.503842608411
2024-01-01 10:30:00+00:00,N21,1269.9909385140547,1596.9479009366014,254.90736296413667,335.4069314974338,3457.253133912227,2443.703836366558,5900.956970278784
2024-01-01 11:00:00+00:00,N21,1111.9707717575513,1460.7179788747665,236.9071537466328,336.40601156711955,3146.0019159460703,2708.0394264571423,5854.041342403213
2024-01-01 11:30:00+00:00,N21,970.5867592506055,1351.0502369222966,224.99827430929034,331.12798958978476,2877.7632600719776,2879.6897743091963,5757.453034381173
2024-01-01 12:00:00+00:00,N21,861.7851470876835,1248.2995647798407,220.47788082826818,321.59373916231505,2652.1563318581075,3001.841419132873,5653.99775099098
2024-01-01 12:30:00+00:00,N21,783.2550109224958,1127.201379198932,222.57136708306618,308.18057202389997,2441.2083292283933,3157.612315816558,5598.820645044952
2024-01-01 13:00:00+00:00,N21,722.4435366405022,1016.3585968180373,229.68100711521188,290.8634930404864,2259.3466336142383,3276.99841621495,5536.345049829188
2024-01-01 13:30:00+00:00,N21,707.9820448772704,922.2590055823559,243.35757289935742,273.9582164397859,2147.55683979877,3332.600249555059,5480.157089353829
2024-01-01 14:00:00+00:00,N21,708.9600178309358,820.4418538824214,259.87869650338837,256.587807634851,2045.868375851597,3349.9612489383903,5395.829624789987
2024-01-01 14:30:00+00:00,N21,730.4308547532089,751.1818483659688,278.4311372589848,241.17716873734344,2001.2210091155061,3361.0068570912617,5362.227866206768
